mp-id;formula;structure_type;cations;valences;CNs;Connections depending on element, CN, and valence 
mp-554923;Sr(GaO2)2;mp-31769;['Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga'];[2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '7', '9', '7', '7', '7', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Sr': {'val1:2': {'val2:2': {'CN1:9': {'CN2:9': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}, 'CN2:7': {'no': 40, 'corner': 24, 'edge': 16, 'face': 0}}, 'CN1:7': {'CN2:9': {'no': 40, 'corner': 24, 'edge': 16, 'face': 0}, 'CN2:7': {'no': 40, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:9': {'CN2:4': {'no': 100, 'corner': 24, 'edge': 24, 'face': 0}}, 'CN1:4': {'CN2:9': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:4': {'no': 124, 'corner': 32, 'edge': 12, 'face': 0}}}}, 'val1:3': {'val2:2': {'CN1:9': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:9': {'no': 100, 'corner': 24, 'edge': 24, 'face': 0}, 'CN2:7': {'no': 124, 'corner': 32, 'edge': 12, 'face': 0}}, 'CN1:7': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}, 'Ga': {'val1:2': {'val2:3': {'CN1:9': {'CN2:4': {'no': 100, 'corner': 24, 'edge': 24, 'face': 0}}, 'CN1:4': {'CN2:9': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:7': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:7': {'CN2:4': {'no': 124, 'corner': 32, 'edge': 12, 'face': 0}}}}, 'val1:3': {'val2:2': {'CN1:9': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:9': {'no': 100, 'corner': 24, 'edge': 24, 'face': 0}, 'CN2:7': {'no': 124, 'corner': 32, 'edge': 12, 'face': 0}}, 'CN1:7': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:4': {'no': 552, 'corner': 64, 'edge': 0, 'face': 0}}}}}}
mp-569910;SrMo2(PO4)4;mp-569910;['Sr', 'Sr', 'Mo', 'Mo', 'Mo', 'Mo', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['10', '10', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Sr': {'val1:2': {'val2:2': {'CN1:10': {'CN2:10': {'no': 20, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:10': {'CN2:6': {'no': 20, 'corner': 4, 'edge': 0, 'face': 4}, 'CN2:4': {'no': 40, 'corner': 16, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 20, 'corner': 4, 'edge': 0, 'face': 4}}, 'CN1:4': {'CN2:10': {'no': 40, 'corner': 16, 'edge': 0, 'face': 0}}}}}, 'Mo': {'val1:2': {'val2:5': {'CN1:10': {'CN2:6': {'no': 20, 'corner': 4, 'edge': 0, 'face': 4}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 20, 'corner': 4, 'edge': 0, 'face': 4}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 56, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 92, 'corner': 20, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 92, 'corner': 20, 'edge': 0, 'face': 0}}}}}, 'P': {'val1:2': {'val2:5': {'CN1:10': {'CN2:4': {'no': 40, 'corner': 16, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 40, 'corner': 16, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:4': {'no': 92, 'corner': 20, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 92, 'corner': 20, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 228, 'corner': 8, 'edge': 0, 'face': 0}}}}}}
mp-567053;BaMo2(PO4)4;mp-569910;['Ba', 'Ba', 'Mo', 'Mo', 'Mo', 'Mo', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['12', '12', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Ba': {'val1:2': {'val2:2': {'CN1:12': {'CN2:12': {'no': 16, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 16, 'corner': 8, 'edge': 0, 'face': 4}, 'CN2:4': {'no': 36, 'corner': 12, 'edge': 4, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 16, 'corner': 8, 'edge': 0, 'face': 4}}, 'CN1:4': {'CN2:12': {'no': 36, 'corner': 12, 'edge': 4, 'face': 0}}}}}, 'Mo': {'val1:2': {'val2:5': {'CN1:12': {'CN2:6': {'no': 16, 'corner': 8, 'edge': 0, 'face': 4}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 16, 'corner': 8, 'edge': 0, 'face': 4}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 84, 'corner': 20, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 84, 'corner': 20, 'edge': 0, 'face': 0}}}}}, 'P': {'val1:2': {'val2:5': {'CN1:12': {'CN2:4': {'no': 36, 'corner': 12, 'edge': 4, 'face': 0}}, 'CN1:4': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:12': {'no': 36, 'corner': 12, 'edge': 4, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:4': {'no': 84, 'corner': 20, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:6': {'no': 84, 'corner': 20, 'edge': 0, 'face': 0}, 'CN2:4': {'no': 196, 'corner': 8, 'edge': 0, 'face': 0}}}}}}
mp-28675;Ba2Nb15O32;mp-28675;['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Ba', 'Ba'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2];['6', '6', '5', '5', '5', '5', '5', '5', '6', '6', '6', '6', '6', '6', '6', '12', '12'];{'Nb': {'val1:4': {'val2:4': {'CN1:6': {'CN2:6': {'no': 244, 'corner': 24, 'edge': 12, 'face': 0}, 'CN2:5': {'no': 336, 'corner': 48, 'edge': 12, 'face': 0}}, 'CN1:5': {'CN2:6': {'no': 336, 'corner': 48, 'edge': 12, 'face': 0}, 'CN2:5': {'no': 120, 'corner': 24, 'edge': 0, 'face': 0}}}, 'val2:2': {'CN1:6': {'CN2:12': {'no': 42, 'corner': 12, 'edge': 6, 'face': 6}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:5': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}}}, 'val1:2': {'val2:4': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 42, 'corner': 12, 'edge': 6, 'face': 6}, 'CN2:5': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}, 'Ba': {'val1:4': {'val2:2': {'CN1:6': {'CN2:12': {'no': 42, 'corner': 12, 'edge': 6, 'face': 6}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:5': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}}}, 'val1:2': {'val2:4': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 42, 'corner': 12, 'edge': 6, 'face': 6}, 'CN2:5': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:2': {'CN1:12': {'CN2:12': {'no': 12, 'corner': 0, 'edge': 6, 'face': 0}}}}}}
mp-28457;Ba2Ta15O32;mp-28675;['Ba', 'Ba', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta'];[2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['12', '12', '5', '5', '5', '5', '6', '6', '6', '6', '6', '6', '6', '6', '6', '5', '5'];{'Ba': {'val1:2': {'val2:4': {'CN1:12': {'CN2:5': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}, 'CN2:6': {'no': 44, 'corner': 12, 'edge': 6, 'face': 6}}, 'CN1:5': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:2': {'CN1:12': {'CN2:12': {'no': 12, 'corner': 0, 'edge': 6, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:5': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 44, 'corner': 12, 'edge': 6, 'face': 6}}}}}, 'Ta': {'val1:2': {'val2:4': {'CN1:12': {'CN2:5': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}, 'CN2:6': {'no': 44, 'corner': 12, 'edge': 6, 'face': 6}}, 'CN1:5': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:5': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:5': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 6, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 44, 'corner': 12, 'edge': 6, 'face': 6}}}, 'val2:4': {'CN1:5': {'CN2:5': {'no': 120, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:6': {'no': 336, 'corner': 48, 'edge': 12, 'face': 0}}, 'CN1:6': {'CN2:5': {'no': 336, 'corner': 48, 'edge': 12, 'face': 0}, 'CN2:6': {'no': 256, 'corner': 24, 'edge': 12, 'face': 0}}}}}}
mp-19037;K2W2O7;mp-19037;['K', 'K', 'K', 'K', 'W', 'W', 'W', 'W'];[1, 1, 1, 1, 6, 6, 6, 6];['10', '10', '10', '10', '6', '6', '6', '6'];{'K': {'val1:1': {'val2:1': {'CN1:10': {'CN2:10': {'no': 52, 'corner': 24, 'edge': 8, 'face': 12}}}, 'val2:6': {'CN1:10': {'CN2:6': {'no': 80, 'corner': 16, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 80, 'corner': 16, 'edge': 0, 'face': 16}}}}}, 'W': {'val1:1': {'val2:6': {'CN1:10': {'CN2:6': {'no': 80, 'corner': 16, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 80, 'corner': 16, 'edge': 0, 'face': 16}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 80, 'corner': 12, 'edge': 4, 'face': 0}}}}}}
mp-19144;Rb2W2O7;mp-19037;['Rb', 'Rb', 'Rb', 'Rb', 'W', 'W', 'W', 'W'];[1, 1, 1, 1, 6, 6, 6, 6];['10', '10', '10', '10', '6', '6', '6', '6'];{'Rb': {'val1:1': {'val2:1': {'CN1:10': {'CN2:10': {'no': 52, 'corner': 24, 'edge': 8, 'face': 12}}}, 'val2:6': {'CN1:10': {'CN2:6': {'no': 76, 'corner': 16, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 76, 'corner': 16, 'edge': 0, 'face': 16}}}}}, 'W': {'val1:1': {'val2:6': {'CN1:10': {'CN2:6': {'no': 76, 'corner': 16, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:10': {'no': 76, 'corner': 16, 'edge': 0, 'face': 16}}}, 'val2:6': {'CN1:6': {'CN2:6': {'no': 80, 'corner': 12, 'edge': 4, 'face': 0}}}}}}
mp-616581;TlCr4BiO14;mp-616581;['Tl', 'Tl', 'Tl', 'Tl', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Bi', 'Bi', 'Bi', 'Bi'];[1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3];['10', '10', '10', '10', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Tl': {'val1:1': {'val2:1': {'CN1:10': {'CN2:10': {'no': 4, 'corner': 8, 'edge': 4, 'face': 0}}}, 'val2:6': {'CN1:10': {'CN2:4': {'no': 68, 'corner': 24, 'edge': 8, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:10': {'CN2:8': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 68, 'corner': 24, 'edge': 8, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:10': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}}}}, 'Cr': {'val1:1': {'val2:6': {'CN1:10': {'CN2:4': {'no': 68, 'corner': 24, 'edge': 8, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 68, 'corner': 24, 'edge': 8, 'face': 0}}}, 'val2:6': {'CN1:4': {'CN2:4': {'no': 424, 'corner': 16, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:8': {'no': 68, 'corner': 32, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:6': {'CN1:4': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 68, 'corner': 32, 'edge': 0, 'face': 0}}}}}, 'Bi': {'val1:1': {'val2:3': {'CN1:10': {'CN2:8': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:10': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}}, 'val2:6': {'CN1:4': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 68, 'corner': 32, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:8': {'CN2:8': {'no': 16, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:3': {'CN1:4': {'CN2:8': {'no': 68, 'corner': 32, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-642938;RbCr4BiO14;mp-616581;['Rb', 'Rb', 'Rb', 'Rb', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Bi', 'Bi', 'Bi', 'Bi'];[1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3];['10', '10', '10', '10', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Rb': {'val1:1': {'val2:1': {'CN1:10': {'CN2:10': {'no': 4, 'corner': 8, 'edge': 4, 'face': 0}}}, 'val2:6': {'CN1:10': {'CN2:4': {'no': 64, 'corner': 24, 'edge': 8, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:10': {'CN2:8': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 64, 'corner': 24, 'edge': 8, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:10': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}}}}, 'Cr': {'val1:1': {'val2:6': {'CN1:10': {'CN2:4': {'no': 64, 'corner': 24, 'edge': 8, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:1': {'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:4': {'CN2:10': {'no': 64, 'corner': 24, 'edge': 8, 'face': 0}}}, 'val2:6': {'CN1:4': {'CN2:4': {'no': 424, 'corner': 16, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:4': {'CN2:8': {'no': 64, 'corner': 32, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:6': {'CN1:4': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 64, 'corner': 32, 'edge': 0, 'face': 0}}}}}, 'Bi': {'val1:1': {'val2:3': {'CN1:10': {'CN2:8': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:3': {'val2:1': {'CN1:10': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:10': {'no': 32, 'corner': 0, 'edge': 8, 'face': 0}}}, 'val2:6': {'CN1:4': {'CN2:8': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 64, 'corner': 32, 'edge': 0, 'face': 0}}}, 'val2:3': {'CN1:8': {'CN2:8': {'no': 16, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:6': {'val2:3': {'CN1:4': {'CN2:8': {'no': 64, 'corner': 32, 'edge': 0, 'face': 0}}, 'CN1:8': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-19572;TlMo2(PO4)3;mp-19572;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Tl', 'Tl', 'Tl', 'Tl'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '10', '10', '10', '10'];{'P': {'val1:5': {'val2:5': {'CN1:4': {'CN2:4': {'no': 248, 'corner': 8, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:4': {'CN2:6': {'no': 144, 'corner': 40, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:1': {'CN1:4': {'CN2:10': {'no': 72, 'corner': 8, 'edge': 16, 'face': 0}}, 'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:5': {'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 144, 'corner': 40, 'edge': 0, 'face': 0}}}}, 'val1:1': {'val2:5': {'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:10': {'CN2:4': {'no': 72, 'corner': 8, 'edge': 16, 'face': 0}}}}}, 'Mo': {'val1:5': {'val2:4': {'CN1:4': {'CN2:6': {'no': 144, 'corner': 40, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:5': {'CN1:4': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:4': {'no': 144, 'corner': 40, 'edge': 0, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 144, 'corner': 8, 'edge': 0, 'face': 0}}}, 'val2:1': {'CN1:6': {'CN2:10': {'no': 32, 'corner': 16, 'edge': 0, 'face': 8}}, 'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:1': {'val2:4': {'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:10': {'CN2:6': {'no': 32, 'corner': 16, 'edge': 0, 'face': 8}}}}}, 'Tl': {'val1:5': {'val2:1': {'CN1:4': {'CN2:10': {'no': 72, 'corner': 8, 'edge': 16, 'face': 0}}, 'CN1:10': {'CN2:4': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:1': {'val2:5': {'CN1:4': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:10': {'CN2:4': {'no': 72, 'corner': 8, 'edge': 16, 'face': 0}}}, 'val2:4': {'CN1:6': {'CN2:10': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:10': {'CN2:6': {'no': 32, 'corner': 16, 'edge': 0, 'face': 8}}}, 'val2:1': {'CN1:10': {'CN2:10': {'no': 32, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:1': {'CN1:6': {'CN2:10': {'no': 32, 'corner': 16, 'edge': 0, 'face': 8}}, 'CN1:10': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
