mp-id;formula;structure_type;cations;valences;CNs;Connections of Cations with Valences 
mp-561170;Ba3ZrRu2O9;mp-19337;['Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Zr', 'Zr', 'Ru', 'Ru', 'Ru', 'Ru'];[2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4];['12', '12', '12', '12', '12', '12', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 212, 'corner': 72, 'edge': 0, 'face': 84}}, 'Zr': {4: {'no': 88, 'corner': 12, 'edge': 0, 'face': 16}}, 'Ru': {4: {'no': 184, 'corner': 24, 'edge': 0, 'face': 32}}}
mp-554266;Ba3SrIr2O9;mp-19337;['Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Sr', 'Sr', 'Ir', 'Ir', 'Ir', 'Ir'];[2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['12', '12', '12', '12', '12', '12', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 180, 'corner': 72, 'edge': 0, 'face': 84}}, 'Sr': {2: {'no': 88, 'corner': 12, 'edge': 0, 'face': 16}}, 'Ir': {5: {'no': 156, 'corner': 24, 'edge': 0, 'face': 32}}}
mp-16978;Ba3MgSb2O9;mp-19337;['Mg', 'Mg', 'Sb', 'Sb', 'Sb', 'Sb', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba'];[2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['6', '6', '6', '6', '6', '6', '12', '12', '12', '12', '12', '12'];{'Mg': {2: {'no': 88, 'corner': 12, 'edge': 0, 'face': 16}}, 'Sb': {5: {'no': 160, 'corner': 24, 'edge': 0, 'face': 32}}, 'Ba': {2: {'no': 188, 'corner': 72, 'edge': 0, 'face': 84}}}
mp-556189;Ba3NiIr2O9;mp-19337;['Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ni', 'Ni', 'Ir', 'Ir', 'Ir', 'Ir'];[2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['12', '12', '12', '12', '12', '12', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 212, 'corner': 72, 'edge': 0, 'face': 84}}, 'Ni': {2: {'no': 88, 'corner': 12, 'edge': 0, 'face': 16}}, 'Ir': {5: {'no': 184, 'corner': 24, 'edge': 0, 'face': 32}}}
mp-19697;Ba3NiSb2O9;mp-19337;['Ni', 'Ni', 'Sb', 'Sb', 'Sb', 'Sb', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba'];[2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['6', '6', '6', '6', '6', '6', '12', '12', '12', '12', '12', '12'];{'Ni': {2: {'no': 88, 'corner': 12, 'edge': 0, 'face': 16}}, 'Sb': {5: {'no': 160, 'corner': 24, 'edge': 0, 'face': 32}}, 'Ba': {2: {'no': 188, 'corner': 72, 'edge': 0, 'face': 84}}}
mp-555174;BaTcO3;mp-19337;['Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc'];[2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4];['12', '12', '12', '12', '12', '12', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 212, 'corner': 72, 'edge': 0, 'face': 84}}, 'Tc': {4: {'no': 272, 'corner': 36, 'edge': 0, 'face': 48}}}
mp-17392;Sr2ZnGe2O7;mp-17392;['Zn', 'Zn', 'Ge', 'Ge', 'Ge', 'Ge', 'Sr', 'Sr', 'Sr', 'Sr'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Zn': {2: {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 200, 'corner': 24, 'edge': 12, 'face': 0}}, 'Sr': {2: {'no': 156, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-6655;Y2Be2SiO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Si', 'Si', 'Y', 'Y', 'Y', 'Y'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 284, 'corner': 24, 'edge': 12, 'face': 0}}, 'Si': {4: {'no': 140, 'corner': 24, 'edge': 0, 'face': 0}}, 'Y': {3: {'no': 260, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-19926;La2Be2GeO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'La', 'La', 'La', 'La'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 244, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 116, 'corner': 24, 'edge': 0, 'face': 0}}, 'La': {3: {'no': 216, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-542209;Ba2CoSi2O7;mp-17392;['Ba', 'Ba', 'Ba', 'Ba', 'Co', 'Co', 'Si', 'Si', 'Si', 'Si'];[2, 2, 2, 2, 2, 2, 4, 4, 4, 4];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Ba': {2: {'no': 156, 'corner': 28, 'edge': 28, 'face': 4}}, 'Co': {2: {'no': 92, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 200, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-6208;Ca2BeSi2O7;mp-17392;['Be', 'Be', 'Si', 'Si', 'Si', 'Si', 'Ca', 'Ca', 'Ca', 'Ca'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 124, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 248, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ca': {2: {'no': 224, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-19646;K2MnV2O7;mp-17392;['K', 'K', 'K', 'K', 'V', 'V', 'V', 'V', 'Mn', 'Mn'];[1, 1, 1, 1, 5, 5, 5, 5, 2, 2];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 136, 'corner': 28, 'edge': 28, 'face': 4}}, 'V': {5: {'no': 168, 'corner': 24, 'edge': 12, 'face': 0}}, 'Mn': {2: {'no': 60, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-20778;Dy2Be2GeO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'Dy', 'Dy', 'Dy', 'Dy'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 276, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 140, 'corner': 24, 'edge': 0, 'face': 0}}, 'Dy': {3: {'no': 252, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-6227;Ca2ZnSi2O7;mp-17392;['Si', 'Si', 'Si', 'Si', 'Ca', 'Ca', 'Ca', 'Ca', 'Zn', 'Zn'];[4, 4, 4, 4, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '8', '8', '8', '8', '4', '4'];{'Si': {4: {'no': 244, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ca': {2: {'no': 216, 'corner': 28, 'edge': 28, 'face': 4}}, 'Zn': {2: {'no': 116, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-18786;Ca2CoSi2O7;mp-17392;['Si', 'Si', 'Si', 'Si', 'Ca', 'Ca', 'Ca', 'Ca', 'Co', 'Co'];[4, 4, 4, 4, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '8', '8', '8', '8', '4', '4'];{'Si': {4: {'no': 244, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ca': {2: {'no': 216, 'corner': 28, 'edge': 28, 'face': 4}}, 'Co': {2: {'no': 116, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-972387;Sr2MgGe2O7;mp-17392;['Sr', 'Sr', 'Sr', 'Sr', 'Mg', 'Mg', 'Ge', 'Ge', 'Ge', 'Ge'];[2, 2, 2, 2, 2, 2, 4, 4, 4, 4];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Sr': {2: {'no': 156, 'corner': 28, 'edge': 28, 'face': 4}}, 'Mg': {2: {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 200, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-559691;Ca2Al2SiO7;mp-17392;['Ca', 'Ca', 'Ca', 'Ca', 'Al', 'Al', 'Al', 'Al', 'Si', 'Si'];[2, 2, 2, 2, 3, 3, 3, 3, 4, 4];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Ca': {2: {'no': 208, 'corner': 28, 'edge': 28, 'face': 4}}, 'Al': {3: {'no': 240, 'corner': 24, 'edge': 12, 'face': 0}}, 'Si': {4: {'no': 116, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-7013;Ho2Be2SiO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Si', 'Si', 'Ho', 'Ho', 'Ho', 'Ho'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 284, 'corner': 24, 'edge': 12, 'face': 0}}, 'Si': {4: {'no': 140, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ho': {3: {'no': 260, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-14415;Pr2Be2GeO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'Pr', 'Pr', 'Pr', 'Pr'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 260, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 132, 'corner': 24, 'edge': 0, 'face': 0}}, 'Pr': {3: {'no': 244, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-9338;Ba2MgSi2O7;mp-17392;['Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'Ba', 'Ba', 'Ba', 'Ba'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Mg': {2: {'no': 92, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 200, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ba': {2: {'no': 156, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-982662;Eu2MgSi2O7;mp-17392;['Eu', 'Eu', 'Eu', 'Eu', 'Mg', 'Mg', 'Si', 'Si', 'Si', 'Si'];[2, 2, 2, 2, 2, 2, 4, 4, 4, 4];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Eu': {2: {'no': 200, 'corner': 28, 'edge': 28, 'face': 4}}, 'Mg': {2: {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 212, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-22067;Ba2CuGe2O7;mp-17392;['Cu', 'Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Ba', 'Ba', 'Ba', 'Ba'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Cu': {2: {'no': 68, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 192, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ba': {2: {'no': 136, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-6094;Ca2MgSi2O7;mp-17392;['Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'Ca', 'Ca', 'Ca', 'Ca'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Mg': {2: {'no': 116, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 244, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ca': {2: {'no': 216, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-6564;Sr2MgSi2O7;mp-17392;['Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'Sr', 'Sr', 'Sr', 'Sr'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Mg': {2: {'no': 108, 'corner': 24, 'edge': 0, 'face': 0}}, 'Si': {4: {'no': 212, 'corner': 24, 'edge': 12, 'face': 0}}, 'Sr': {2: {'no': 200, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-541040;Y2Be2GeO7;mp-17392;['Y', 'Y', 'Y', 'Y', 'Ge', 'Ge', 'Be', 'Be', 'Be', 'Be'];[3, 3, 3, 3, 4, 4, 2, 2, 2, 2];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Y': {3: {'no': 252, 'corner': 28, 'edge': 28, 'face': 4}}, 'Ge': {4: {'no': 132, 'corner': 24, 'edge': 0, 'face': 0}}, 'Be': {2: {'no': 268, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-25703;Sr2MnGe2O7;mp-17392;['Mn', 'Mn', 'Ge', 'Ge', 'Ge', 'Ge', 'Sr', 'Sr', 'Sr', 'Sr'];[2, 2, 4, 4, 4, 4, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Mn': {2: {'no': 84, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 200, 'corner': 24, 'edge': 12, 'face': 0}}, 'Sr': {2: {'no': 148, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-14416;Sm2Be2GeO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'Sm', 'Sm', 'Sm', 'Sm'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 260, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 132, 'corner': 24, 'edge': 0, 'face': 0}}, 'Sm': {3: {'no': 244, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-650715;Gd2Be2GeO7;mp-17392;['Gd', 'Gd', 'Gd', 'Gd', 'Be', 'Be', 'Be', 'Be', 'Ge', 'Ge'];[3, 3, 3, 3, 2, 2, 2, 2, 4, 4];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Gd': {3: {'no': 252, 'corner': 28, 'edge': 28, 'face': 4}}, 'Be': {2: {'no': 268, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 132, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-9077;Nd2Be2SiO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Si', 'Si', 'Nd', 'Nd', 'Nd', 'Nd'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 268, 'corner': 24, 'edge': 12, 'face': 0}}, 'Si': {4: {'no': 132, 'corner': 24, 'edge': 0, 'face': 0}}, 'Nd': {3: {'no': 252, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-640807;Na2V2ZnO7;mp-17392;['Na', 'Na', 'Na', 'Na', 'V', 'V', 'V', 'V', 'Zn', 'Zn'];[1, 1, 1, 1, 5, 5, 5, 5, 2, 2];['8', '8', '8', '8', '4', '4', '4', '4', '4', '4'];{'Na': {1: {'no': 160, 'corner': 28, 'edge': 28, 'face': 4}}, 'V': {5: {'no': 212, 'corner': 24, 'edge': 12, 'face': 0}}, 'Zn': {2: {'no': 100, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-14420;Er2Be2GeO7;mp-17392;['Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'Er', 'Er', 'Er', 'Er'];[2, 2, 2, 2, 4, 4, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '8', '8', '8', '8'];{'Be': {2: {'no': 284, 'corner': 24, 'edge': 12, 'face': 0}}, 'Ge': {4: {'no': 140, 'corner': 24, 'edge': 0, 'face': 0}}, 'Er': {3: {'no': 260, 'corner': 28, 'edge': 28, 'face': 4}}}
mp-2892;BaNd2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '7', '7', '7', '7'];{'Ba': {2: {'no': 108, 'corner': 48, 'edge': 16, 'face': 28}}, 'Nd': {3: {'no': 316, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-17143;BaGd2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 140, 'corner': 48, 'edge': 24, 'face': 20}}, 'Gd': {3: {'no': 356, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-3523;SrGd2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '7', '7', '7', '7'];{'Sr': {2: {'no': 140, 'corner': 48, 'edge': 16, 'face': 28}}, 'Gd': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-984697;EuLu2O4;mp-2892;['Eu', 'Eu', 'Eu', 'Eu', 'Lu', 'Lu', 'Lu', 'Lu', 'Lu', 'Lu', 'Lu', 'Lu'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '7', '7', '7', '7'];{'Eu': {2: {'no': 180, 'corner': 48, 'edge': 16, 'face': 28}}, 'Lu': {3: {'no': 356, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-542675;Na(RhO2)2;mp-2892;['Na', 'Na', 'Na', 'Na', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh'];[1, 1, 1, 1, 4, 4, 4, 4, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 236, 'corner': 48, 'edge': 24, 'face': 20}}, 'Rh': {4: {'no': 228, 'corner': 24, 'edge': 32, 'face': 4}, 3: {'no': 256, 'corner': 32, 'edge': 24, 'face': 8}}}
mp-540688;SrIn2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'In', 'In', 'In', 'In', 'In', 'In', 'In', 'In'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Sr': {2: {'no': 188, 'corner': 48, 'edge': 24, 'face': 20}}, 'In': {3: {'no': 372, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-18042;SrTb2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '7', '7', '7', '7'];{'Sr': {2: {'no': 156, 'corner': 48, 'edge': 16, 'face': 28}}, 'Tb': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-17998;Ca(RhO2)2;mp-2892;['Ca', 'Ca', 'Ca', 'Ca', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ca': {2: {'no': 212, 'corner': 48, 'edge': 24, 'face': 20}}, 'Rh': {3: {'no': 468, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-642750;NaV2O4;mp-2892;['Na', 'Na', 'Na', 'Na', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'];[1, 1, 1, 1, 3, 4, 4, 4, 3, 3, 3, 4];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Na': {1: {'no': 240, 'corner': 48, 'edge': 24, 'face': 20}}, 'V': {3: {'no': 252, 'corner': 32, 'edge': 24, 'face': 8}, 4: {'no': 268, 'corner': 24, 'edge': 32, 'face': 4}}}
mp-17275;SrY2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '7', '7', '7', '7'];{'Sr': {2: {'no': 156, 'corner': 48, 'edge': 16, 'face': 28}}, 'Y': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-4056;CaSc2O4;mp-2892;['Ca', 'Ca', 'Ca', 'Ca', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ca': {2: {'no': 188, 'corner': 48, 'edge': 24, 'face': 20}}, 'Sc': {3: {'no': 388, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-17960;BaSm2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 124, 'corner': 48, 'edge': 24, 'face': 20}}, 'Sm': {3: {'no': 340, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-559385;SrHo2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '7', '7', '6', '6', '7', '6', '7'];{'Sr': {2: {'no': 164, 'corner': 48, 'edge': 16, 'face': 28}}, 'Ho': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-560445;SrEr2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '7', '6', '7', '7', '6', '7'];{'Sr': {2: {'no': 164, 'corner': 48, 'edge': 16, 'face': 28}}, 'Er': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-3952;BaY2O4;mp-2892;['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Ba', 'Ba', 'Ba', 'Ba'];[3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2];['6', '6', '6', '6', '6', '6', '6', '6', '9', '9', '9', '9'];{'Y': {3: {'no': 356, 'corner': 56, 'edge': 56, 'face': 12}}, 'Ba': {2: {'no': 140, 'corner': 48, 'edge': 24, 'face': 20}}}
mp-558881;CaCr2O4;mp-2892;['Ca', 'Ca', 'Ca', 'Ca', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ca': {2: {'no': 228, 'corner': 48, 'edge': 24, 'face': 20}}, 'Cr': {3: {'no': 492, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-4655;SrTl2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl', 'Tl'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Sr': {2: {'no': 156, 'corner': 48, 'edge': 24, 'face': 20}}, 'Tl': {3: {'no': 356, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-25690;Ca(FeO2)2;mp-2892;['Ca', 'Ca', 'Ca', 'Ca', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ca': {2: {'no': 216, 'corner': 48, 'edge': 24, 'face': 20}}, 'Fe': {3: {'no': 448, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-17412;BaPr2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Pr', 'Pr', 'Pr', 'Pr', 'Pr', 'Pr', 'Pr', 'Pr'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '7', '7', '7', '7', '6', '6', '6', '6'];{'Ba': {2: {'no': 108, 'corner': 48, 'edge': 16, 'face': 28}}, 'Pr': {3: {'no': 316, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-17363;BaHo2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho', 'Ho'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 156, 'corner': 48, 'edge': 24, 'face': 20}}, 'Ho': {3: {'no': 356, 'corner': 56, 'edge': 56, 'face': 12}}}
mp-540837;CaV2O4;mp-2892;['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Ca', 'Ca', 'Ca', 'Ca'];[3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2];['6', '6', '6', '6', '6', '6', '6', '6', '9', '9', '9', '9'];{'V': {3: {'no': 456, 'corner': 56, 'edge': 56, 'face': 12}}, 'Ca': {2: {'no': 224, 'corner': 48, 'edge': 24, 'face': 20}}}
mp-556075;SrDy2O4;mp-2892;['Sr', 'Sr', 'Sr', 'Sr', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy', 'Dy'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '7', '7', '6', '6', '7', '7', '6'];{'Sr': {2: {'no': 156, 'corner': 48, 'edge': 16, 'face': 28}}, 'Dy': {3: {'no': 348, 'corner': 48, 'edge': 64, 'face': 20}}}
mp-18258;BaTb2O4;mp-2892;['Ba', 'Ba', 'Ba', 'Ba', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb'];[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6', '6', '6', '6', '6'];{'Ba': {2: {'no': 140, 'corner': 48, 'edge': 24, 'face': 20}}, 'Tb': {3: {'no': 356, 'corner': 56, 'edge': 56, 'face': 12}}}
