mp-id;formula;structure_type;cations;valences;CNs;Bond valence sum
mp-560882;SeO2;mp-560882;['Se', 'Se', 'Se', 'Se'];[4, 4, 4, 4];['3', '3', '3', '3'];[1.3333333333333333, 2.6666666666666665, 2.6666666666666665, 1.3333333333333333, 1.3333333333333333, 2.6666666666666665, 1.3333333333333333, 2.6666666666666665]
mp-579377;W8O21;mp-579377;['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[5, 5, 5, 5, 5, 6, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 6, 6, 5, 5, 5, 5, 5];['6', '6', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '6'];[2.380952380952381, 1.8333333333333335, 2.8333333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.4285714285714286, 1.6666666666666667, 2.380952380952381, 2.380952380952381, 1.8333333333333335, 1.6666666666666667, 1.6666666666666667, 2.0, 2.547619047619048, 1.6666666666666667, 1.6666666666666667, 2.0, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.8333333333333335, 1.8333333333333335, 1.6666666666666667, 1.6666666666666667, 1.8333333333333335, 2.8333333333333335, 2.0, 1.6666666666666667, 2.380952380952381, 2.380952380952381, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.4285714285714286, 1.6666666666666667, 2.547619047619048, 1.6666666666666667, 1.6666666666666667, 2.380952380952381, 1.8333333333333335, 2.547619047619048, 2.0, 2.666666666666667, 1.4285714285714286, 2.380952380952381, 2.0, 1.8333333333333335, 1.6666666666666667, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 2.0, 2.547619047619048, 1.6666666666666667, 1.8333333333333335, 2.666666666666667, 2.666666666666667, 1.6666666666666667, 2.380952380952381, 2.380952380952381, 1.8333333333333335, 2.380952380952381, 2.666666666666667, 2.547619047619048, 2.8333333333333335, 2.547619047619048, 2.0, 1.6666666666666667, 2.0, 1.6666666666666667, 2.380952380952381, 1.6666666666666667, 1.6666666666666667, 2.547619047619048, 2.547619047619048, 2.8333333333333335, 2.380952380952381, 1.6666666666666667, 1.6666666666666667, 1.4285714285714286, 1.6666666666666667]
mp-565489;Cr8O21;mp-565489;['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr'];[6, 5, 5, 5, 5, 5, 5, 6];['4', '6', '4', '4', '4', '6', '4', '4'];[2.916666666666667, 1.25, 2.75, 2.0833333333333335, 1.5, 2.0833333333333335, 2.0833333333333335, 1.5, 2.0833333333333335, 1.25, 2.75, 3.0, 2.0833333333333335, 2.0833333333333335, 1.5, 1.25, 2.0833333333333335, 1.5, 1.25, 2.0833333333333335, 2.916666666666667]
mp-2125;TeO2;mp-2125;['Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te'];[4, 4, 4, 4, 4, 4, 4, 4];['5', '5', '5', '5', '5', '5', '5', '5'];[1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004]
mp-19540;Mo8O23;mp-19540;['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];[2.0, 2.0, 2.0, 2.0, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.8333333333333335]
mp-1147;Ti3O5;mp-1147;['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti'];[3, 3, 3, 3, 4, 4];['6', '6', '6', '6', '6', '6'];[1.6666666666666665, 1.6666666666666665, 2.1666666666666665, 2.1666666666666665, 1.6666666666666665, 1.6666666666666665, 2.333333333333333, 2.333333333333333, 2.1666666666666665, 2.1666666666666665]
mp-2254;Al2O3;mp-2254;['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '6', '6', '6'];[2.25, 2.25, 2.5, 2.0, 2.25, 1.5, 2.5, 2.25, 2.0, 2.5, 2.25, 2.25, 1.5, 2.0, 2.0, 2.25, 1.5, 1.5, 2.5, 1.5, 2.25, 1.5, 1.5, 1.5]
mp-642328;U13O34;mp-642328;['U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U'];[5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 5, 5, 5];['7', '7', '7', '6', '7', '7', '6', '7', '7', '6', '7', '6', '7'];[2.428571428571429, 2.142857142857143, 2.261904761904762, 2.261904761904762, 2.571428571428571, 1.6666666666666667, 2.261904761904762, 1.4285714285714286, 1.4285714285714286, 2.0, 1.4285714285714286, 2.261904761904762, 2.5714285714285716, 2.142857142857143, 2.261904761904762, 1.4285714285714286, 2.5714285714285716, 1.4285714285714286, 1.7142857142857142, 2.428571428571429, 1.6666666666666667, 2.261904761904762, 2.571428571428571, 2.261904761904762, 1.4285714285714286, 1.4285714285714286, 2.261904761904762, 2.857142857142857, 1.4285714285714286, 1.4285714285714286, 2.142857142857143, 2.0, 1.4285714285714286, 2.142857142857143]
mp-31050;Cl2O7;mp-31050;['Cl', 'Cl', 'Cl', 'Cl'];[7, 7, 7, 7];['4', '4', '4', '4'];[1.75, 1.75, 1.75, 1.75, 3.5, 3.5, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75]
mp-19529;W18O49;mp-19529;['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'];[6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '7', '7', '6', '6', '6', '6', '6', '6', '6', '6'];[1.6666666666666667, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 1.8333333333333335, 2.6904761904761907, 2.6904761904761907, 1.6666666666666667, 1.6666666666666667, 2.6904761904761907, 2.6904761904761907, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.5238095238095237, 2.5238095238095237, 1.8333333333333335, 2.0, 2.0, 2.0, 2.0, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.7142857142857142, 1.7142857142857142, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0, 2.0, 1.8333333333333335, 1.8333333333333335, 3.0, 3.0, 2.6904761904761907, 2.6904761904761907, 1.8333333333333335, 1.8333333333333335, 1.6666666666666667, 1.6666666666666667, 2.6904761904761907, 2.6904761904761907, 1.8333333333333335]
