mp-id;formula;cations;valences;CNs;Connections of Cations with Valences
mp-5836;ThSiO4;['Si', 'Si', 'Th', 'Th'];[4, 4, 4, 4];['4', '4', '8', '8'];{'Si': {4: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Th': {4: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19076;HoCrO4;['Cr', 'Cr', 'Ho', 'Ho'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ho': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-505290;EuVO4;['V', 'V', 'Eu', 'Eu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Eu': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-8058;YAsO4;['As', 'As', 'Y', 'Y'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Y': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-546125;ScAsO4;['Sc', 'As', 'As', 'Sc'];[3, 5, 5, 3];['8', '4', '4', '8'];{'Sc': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}, 'As': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-4006;ErPO4;['P', 'P', 'Er', 'Er'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Er': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-3248;TbAsO4;['As', 'As', 'Tb', 'Tb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tb': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-5632;DyAsO4;['As', 'As', 'Dy', 'Dy'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Dy': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19272;TbCrO4;['Cr', 'Cr', 'Tb', 'Tb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tb': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-12944;HoAsO4;['As', 'As', 'Ho', 'Ho'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ho': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19023;YbCrO4;['Cr', 'Cr', 'Yb', 'Yb'];[6, 6, 2, 2];['4', '4', '8', '8'];{'Cr': {6: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Yb': {2: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-8615;NbBO4;['B', 'B', 'Nb', 'Nb'];[3, 3, 5, 5];['4', '4', '8', '8'];{'B': {3: {'no': 140, 'corner': 8, 'edge': 4, 'face': 0}}, 'Nb': {5: {'no': 132, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-12387;YbAsO4;['As', 'As', 'Yb', 'Yb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Yb': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19126;NdCrO4;['Cr', 'Cr', 'Nd', 'Nd'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Nd': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4624;TaBO4;['B', 'B', 'Ta', 'Ta'];[3, 3, 5, 5];['4', '4', '8', '8'];{'B': {3: {'no': 140, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 132, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-12929;SmAsO4;['As', 'As', 'Sm', 'Sm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Sm': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-13576;EuAsO4;['As', 'As', 'Eu', 'Eu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Eu': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19215;CaCrO4;['Ca', 'Ca', 'Cr', 'Cr'];[2, 2, 6, 6];['8', '8', '4', '4'];{'Ca': {2: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}, 'Cr': {6: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-18960;ErVO4;['V', 'V', 'Er', 'Er'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Er': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19323;SmVO4;['V', 'V', 'Sm', 'Sm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Sm': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18956;SmCrO4;['Cr', 'Cr', 'Sm', 'Sm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Sm': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-5132;YPO4;['P', 'P', 'Y', 'Y'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Y': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18825;YCrO4;['Cr', 'Cr', 'Y', 'Y'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Y': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4179;YbPO4;['P', 'P', 'Yb', 'Yb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Yb': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-5884;TmPO4;['P', 'P', 'Tm', 'Tm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tm': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19068;TmVO4;['V', 'V', 'Tm', 'Tm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tm': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18734;HoVO4;['V', 'V', 'Ho', 'Ho'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ho': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4820;ZrSiO4;['Si', 'Si', 'Zr', 'Zr'];[4, 4, 4, 4];['4', '4', '8', '8'];{'Si': {4: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Zr': {4: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19162;LaVO4;['V', 'V', 'La', 'La'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'La': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-25140;GdVO4;['V', 'V', 'Gd', 'Gd'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Gd': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-631040;EuCrO4;['Cr', 'Cr', 'Eu', 'Eu'];[6, 6, 2, 2];['4', '4', '8', '8'];{'Cr': {6: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Eu': {2: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4609;HfSiO4;['Si', 'Si', 'Hf', 'Hf'];[4, 4, 4, 4];['4', '4', '8', '8'];{'Si': {4: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Hf': {4: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-24916;GdCrO4;['Cr', 'Cr', 'Gd', 'Gd'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Gd': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18993;LuVO4;['V', 'V', 'Lu', 'Lu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Lu': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19121;TbVO4;['V', 'V', 'Tb', 'Tb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tb': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4790;ThGeO4;['Ge', 'Ge', 'Th', 'Th'];[4, 4, 4, 4];['4', '4', '8', '8'];{'Ge': {4: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Th': {4: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18754;DyCrO4;['Cr', 'Cr', 'Dy', 'Dy'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Dy': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4340;TbPO4;['P', 'P', 'Tb', 'Tb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tb': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-5767;DyPO4;['P', 'P', 'Dy', 'Dy'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Dy': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19360;LuCrO4;['Cr', 'Cr', 'Lu', 'Lu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 92, 'corner': 8, 'edge': 4, 'face': 0}}, 'Lu': {3: {'no': 84, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18812;NdVO4;['V', 'V', 'Nd', 'Nd'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Nd': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-24908;TmCrO4;['Cr', 'Cr', 'Tm', 'Tm'];[5, 5, 3, 3];['4', '4', '8', '8'];{'Cr': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Tm': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-7644;LuAsO4;['As', 'As', 'Lu', 'Lu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'As': {5: {'no': 108, 'corner': 8, 'edge': 4, 'face': 0}}, 'Lu': {3: {'no': 100, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-613172;VBiO4;['Bi', 'V', 'V', 'Bi'];[3, 5, 5, 3];['8', '4', '4', '8'];{'Bi': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}, 'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-19247;ScVO4;['Sc', 'Sc', 'V', 'V'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Sc': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}, 'V': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-4104;HoPO4;['P', 'P', 'Ho', 'Ho'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ho': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19169;PrVO4;['V', 'V', 'Pr', 'Pr'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 60, 'corner': 8, 'edge': 4, 'face': 0}}, 'Pr': {3: {'no': 52, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-4200;ScPO4;['P', 'P', 'Sc', 'Sc'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Sc': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-19133;YVO4;['V', 'V', 'Y', 'Y'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Y': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18799;YbVO4;['V', 'V', 'Yb', 'Yb'];[5, 5, 3, 3];['4', '4', '8', '8'];{'V': {5: {'no': 76, 'corner': 8, 'edge': 4, 'face': 0}}, 'Yb': {3: {'no': 68, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-2940;LuPO4;['P', 'P', 'Lu', 'Lu'];[5, 5, 3, 3];['4', '4', '8', '8'];{'P': {5: {'no': 124, 'corner': 8, 'edge': 4, 'face': 0}}, 'Lu': {3: {'no': 116, 'corner': 8, 'edge': 12, 'face': 0}}}
mp-18751;Mn2ZnO4;['Mn', 'Mn', 'Mn', 'Mn', 'Zn', 'Zn'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Mn': {3: {'no': 248, 'corner': 24, 'edge': 24, 'face': 0}}, 'Zn': {2: {'no': 128, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-14100;Cd(RhO2)2;['Rh', 'Rh', 'Rh', 'Rh', 'Cd', 'Cd'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Rh': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'Cd': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-24899;Cr2HgO4;['Cr', 'Cr', 'Cr', 'Cr', 'Hg', 'Hg'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Cr': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'Hg': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-3443;Cd(GaO2)2;['Ga', 'Ga', 'Ga', 'Ga', 'Cd', 'Cd'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Ga': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'Cd': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-504573;Cr2CuO4;['Cr', 'Cr', 'Cr', 'Cr', 'Cu', 'Cu'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Cr': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}, 'Cu': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-6146;LiNbZnO4;['Li', 'Li', 'Li', 'Li', 'Zn', 'Zn', 'Zn', 'Zn', 'Nb', 'Nb', 'Nb', 'Nb'];[1, 1, 1, 1, 2, 2, 2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '4', '4', '4', '4', '6', '6', '6', '6'];{'Li': {1: {'no': 248, 'corner': 24, 'edge': 24, 'face': 0}}, 'Zn': {2: {'no': 224, 'corner': 48, 'edge': 0, 'face': 0}}, 'Nb': {5: {'no': 248, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-18803;Na2WO4;['Na', 'Na', 'Na', 'Na', 'W', 'W'];[1, 1, 1, 1, 6, 6];['6', '6', '6', '6', '4', '4'];{'Na': {1: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'W': {6: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-18748;Co3O4;['Co', 'Co', 'Co', 'Co', 'Co', 'Co'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Co': {3: {'no': 368, 'corner': 24, 'edge': 24, 'face': 0}, 2: {'no': 184, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-24868;Cr2CoO4;['Cr', 'Cr', 'Cr', 'Cr', 'Co', 'Co'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Cr': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}, 'Co': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-32316;Li2NiGe3O8;['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Ni', 'Ni', 'Ni', 'Ni', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge'];[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 664, 'corner': 96, 'edge': 0, 'face': 0}}, 'Ni': {2: {'no': 368, 'corner': 24, 'edge': 24, 'face': 0}}, 'Ge': {4: {'no': 1032, 'corner': 72, 'edge': 72, 'face': 0}}}
mp-18766;Si(NiO2)2;['Si', 'Si', 'Ni', 'Ni', 'Ni', 'Ni'];[4, 4, 2, 2, 2, 2];['4', '4', '6', '6', '6', '6'];{'Si': {4: {'no': 184, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ni': {2: {'no': 368, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-32006;MgMn2O4;['Mg', 'Mg', 'Mn', 'Mn', 'Mn', 'Mn'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Mg': {2: {'no': 128, 'corner': 24, 'edge': 0, 'face': 0}}, 'Mn': {3: {'no': 248, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-19313;Zn(FeO2)2;['Fe', 'Fe', 'Fe', 'Fe', 'Zn', 'Zn'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Fe': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}, 'Zn': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-19344;Cr2NiO4;['Cr', 'Cr', 'Cr', 'Cr', 'Ni', 'Ni'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Cr': {3: {'no': 280, 'corner': 24, 'edge': 24, 'face': 0}}, 'Ni': {2: {'no': 128, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-19803;CdIn2O4;['Cd', 'Cd', 'In', 'In', 'In', 'In'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Cd': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'In': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-18879;V2ZnO4;['V', 'V', 'V', 'V', 'Zn', 'Zn'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'V': {3: {'no': 216, 'corner': 24, 'edge': 24, 'face': 0}}, 'Zn': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-541022;MnCr2O4;['Mn', 'Mn', 'Cr', 'Cr', 'Cr', 'Cr'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Mn': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Cr': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-28146;LiGa5O8;['Li', 'Li', 'Li', 'Li', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga'];[1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 320, 'corner': 24, 'edge': 24, 'face': 0}}, 'Ga': {3: {'no': 1552, 'corner': 168, 'edge': 72, 'face': 0}}}
mp-24940;Cd(FeO2)2;['Fe', 'Fe', 'Fe', 'Fe', 'Cd', 'Cd'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Fe': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'Cd': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-3536;MgAl2O4;['Mg', 'Mg', 'Al', 'Al', 'Al', 'Al'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Mg': {2: {'no': 184, 'corner': 24, 'edge': 0, 'face': 0}}, 'Al': {3: {'no': 368, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-19410;ZnCr2O4;['Cr', 'Cr', 'Cr', 'Cr', 'Zn', 'Zn'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Cr': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}, 'Zn': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-18759;Mn3O4;['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Mn': {2: {'no': 124, 'corner': 24, 'edge': 0, 'face': 0}, 3: {'no': 244, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-19306;Fe3O4;['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Fe': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}, 2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-4409;Cu(RhO2)2;['Cu', 'Cu', 'Rh', 'Rh', 'Rh', 'Rh'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Cu': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Rh': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-19202;MgCr2O4;['Mg', 'Mg', 'Cr', 'Cr', 'Cr', 'Cr'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Mg': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Cr': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-560516;Co(RhO2)2;['Co', 'Co', 'Rh', 'Rh', 'Rh', 'Rh'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Co': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Rh': {3: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-640147;Fe(NiO2)2;['Fe', 'Fe', 'Ni', 'Ni', 'Ni', 'Ni'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Fe': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ni': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-554528;TiMn2O4;['Ti', 'Ti', 'Ti', 'Ti', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2];['6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4'];{'Ti': {4: {'no': 200, 'corner': 24, 'edge': 24, 'face': 0}}, 'Mn': {2: {'no': 424, 'corner': 72, 'edge': 24, 'face': 0}}}
mp-18720;Mn2CdO4;['Mn', 'Mn', 'Mn', 'Mn', 'Cd', 'Cd'];[3, 3, 3, 3, 2, 2];['6', '6', '6', '6', '4', '4'];{'Mn': {3: {'no': 232, 'corner': 24, 'edge': 24, 'face': 0}}, 'Cd': {2: {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-585492;Li2MgMn3O8;['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mg', 'Mg', 'Mg', 'Mg', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 616, 'corner': 96, 'edge': 0, 'face': 0}}, 'Mg': {2: {'no': 344, 'corner': 24, 'edge': 24, 'face': 0}}, 'Mn': {4: {'no': 1008, 'corner': 72, 'edge': 72, 'face': 0}}}
mp-25100;Ni2GeO4;['Ni', 'Ni', 'Ni', 'Ni', 'Ge', 'Ge'];[2, 2, 2, 2, 4, 4];['6', '6', '6', '6', '4', '4'];{'Ni': {2: {'no': 368, 'corner': 24, 'edge': 24, 'face': 0}}, 'Ge': {4: {'no': 184, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-5794;Zn(GaO2)2;['Zn', 'Zn', 'Ga', 'Ga', 'Ga', 'Ga'];[2, 2, 3, 3, 3, 3];['4', '4', '6', '6', '6', '6'];{'Zn': {2: {'no': 112, 'corner': 24, 'edge': 0, 'face': 0}}, 'Ga': {3: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}}}
mp-652534;Mn3Cu3O8;['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];{'Mn': {4: {'no': 888, 'corner': 72, 'edge': 72, 'face': 0}}, 'Cu': {2: {'no': 296, 'corner': 24, 'edge': 24, 'face': 0}, 1: {'no': 448, 'corner': 96, 'edge': 0, 'face': 0}}}
