mp-id;formula;structure_type;cations;valences;CNs;Bond valence sum
mp-565725;ZrV2O7;mp-565725;['Zr', 'Zr', 'Zr', 'Zr', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'];[4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];[2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-22524;CeP2O7;mp-565725;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Ce', 'Ce', 'Ce', 'Ce'];[5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];[2.5, 2.5, 2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-5024;ZrP2O7;mp-565725;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Zr', 'Zr', 'Zr', 'Zr'];[5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];[2.5, 2.5, 2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-542006;P2WO7;mp-565725;['W', 'W', 'W', 'W', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];[2.5, 2.5, 2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-505679;HfV2O7;mp-565725;['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Hf', 'Hf', 'Hf', 'Hf'];[5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];[2.5, 2.5, 2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-5156;ThP2O7;mp-565725;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Th', 'Th', 'Th', 'Th'];[5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4];['4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];[1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 2.5, 2.5, 2.5, 2.5, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665]
mp-600864;Ba3Nb2CoO9;mp-600864;['Co', 'Nb', 'Nb', 'Ba', 'Ba', 'Ba'];[2, 5, 5, 2, 2, 2];['6', '6', '6', '12', '12', '12'];[1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 2.333333333333333, 2.333333333333333, 2.333333333333333]
mp-32310;Ba3Ta2NiO9;mp-600864;['Ni', 'Ba', 'Ba', 'Ba', 'Ta', 'Ta'];[2, 2, 2, 2, 5, 5];['6', '12', '12', '12', '6', '6'];[1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 2.3333333333333335, 2.3333333333333335, 2.3333333333333335]
mp-6474;Ba3MgNb2O9;mp-600864;['Mg', 'Nb', 'Nb', 'Ba', 'Ba', 'Ba'];[2, 5, 5, 2, 2, 2];['6', '6', '6', '12', '12', '12'];[1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 2.333333333333333, 2.333333333333333, 2.333333333333333]
mp-6325;Ba3MgTa2O9;mp-600864;['Mg', 'Ba', 'Ba', 'Ba', 'Ta', 'Ta'];[2, 2, 2, 2, 5, 5];['6', '12', '12', '12', '6', '6'];[1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 1.8333333333333333, 2.3333333333333335, 2.3333333333333335, 2.3333333333333335]
mp-7249;Ba3Nb2ZnO9;mp-600864;['Zn', 'Nb', 'Nb', 'Ba', 'Ba', 'Ba'];[2, 5, 5, 2, 2, 2];['6', '6', '6', '12', '12', '12'];[1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 1.8333333333333337, 2.333333333333333, 2.333333333333333, 2.333333333333333]
mp-5803;NbPO5;mp-5803;['P', 'P', 'P', 'P', 'Nb', 'Nb', 'Nb', 'Nb'];[5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '6', '6', '6', '6'];[2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-32407;TaVO5;mp-5803;['V', 'V', 'V', 'V', 'Ta', 'Ta', 'Ta', 'Ta'];[5, 5, 5, 5, 5, 5, 5, 5];['4', '4', '4', '4', '6', '6', '6', '6'];[2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-542453;NbPO5;mp-5803;['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4'];[2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-556918;NbPO5;mp-5803;['Nb', 'Nb', 'Nb', 'Nb', 'P', 'P', 'P', 'P'];[5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '4', '4', '4', '4'];[2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.6666666666666667]
mp-627380;Mn(ReO4)2;mp-627380;['Mn', 'Re', 'Re'];[2, 7, 7];['6', '4', '4'];[1.75, 1.75, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-704604;Zr(MoO4)2;mp-627380;['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];[1.5, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 1.5, 2.1666666666666665, 1.5, 1.5, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 1.5, 2.1666666666666665, 1.5, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 1.5, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 1.5, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 2.1666666666666665, 1.5, 2.1666666666666665, 1.5, 1.5, 1.5]
mp-32311;Re2NiO8;mp-627380;['Ni', 'Re', 'Re'];[2, 7, 7];['6', '4', '4'];[1.75, 1.75, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-31621;Co(ClO4)2;mp-31621;['Cl', 'Cl', 'Co'];[7, 7, 2];['4', '4', '6'];[1.75, 1.75, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335]
mp-540966;Ni(ClO4)2;mp-31621;['Ni', 'Cl', 'Cl'];[2, 7, 7];['6', '4', '4'];[2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 2.0833333333333335, 1.75, 1.75]
mp-557754;ZrP2O7;mp-557754;['Zr', 'Zr', 'P', 'P', 'P', 'P'];[4, 4, 5, 5, 5, 5];['6', '6', '4', '4', '4', '4'];[1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 1.9166666666666665, 2.5, 1.9166666666666665, 1.9166666666666665, 2.5]
mp-27774;NClO6;mp-27774;['N', 'N', 'Cl', 'Cl'];[5, 5, 7, 7];['2', '2', '4', '4'];[2.5, 2.5, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 2.5, 2.5]
